crime_date,primary_type,count
2017-11-04,ARSON,1
2017-11-04,LIQUOR LAW VIOLATION,1
2017-11-04,MOTOR VEHICLE THEFT,37
2017-11-04,OTHER OFFENSE,44
2017-11-04,THEFT,183
2017-11-04,BURGLARY,30
2017-11-05,ASSAULT,63
2017-11-05,BATTERY,157
2017-11-05,CRIM SEXUAL ASSAULT,9
2017-11-05,PROSTITUTION,4
2017-11-05,OFFENSE INVOLVING CHILDREN,3
2017-11-05,CRIMINAL TRESPASS,12
2017-11-05,OBSCENITY,1
2017-11-05,CRIMINAL DAMAGE,109
2017-11-05,OTHER OFFENSE,37
2017-11-05,THEFT,166
2017-11-05,PUBLIC PEACE VIOLATION,2
2017-11-05,DECEPTIVE PRACTICE,44
2017-11-05,MOTOR VEHICLE THEFT,28
2017-11-05,WEAPONS VIOLATION,13
2017-11-05,HOMICIDE,4
2017-11-05,SEX OFFENSE,6
2017-11-05,GAMBLING,1
2017-11-05,INTERFERENCE WITH PUBLIC OFFICER,3
2017-11-05,NARCOTICS,34
2017-11-05,ROBBERY,45
2017-11-05,BURGLARY,32
2017-11-06,INTIMIDATION,1
2017-11-06,NARCOTICS,38
2017-11-06,SEX OFFENSE,2
2017-11-06,ASSAULT,52
2017-11-06,THEFT,190
2017-11-06,OFFENSE INVOLVING CHILDREN,4
2017-11-06,CRIM SEXUAL ASSAULT,5
2017-11-06,BURGLARY,45
2017-11-06,BATTERY,115
2017-11-06,OTHER OFFENSE,50
2017-11-06,ARSON,1
2017-11-06,CRIMINAL DAMAGE,55
2017-11-06,ROBBERY,44
2017-11-06,LIQUOR LAW VIOLATION,1
2017-11-06,DECEPTIVE PRACTICE,44
2017-11-06,INTERFERENCE WITH PUBLIC OFFICER,8
2017-11-06,WEAPONS VIOLATION,5
2017-11-06,PUBLIC PEACE VIOLATION,4
2017-11-06,MOTOR VEHICLE THEFT,29
2017-11-06,CRIMINAL TRESPASS,25
2017-11-07,OFFENSE INVOLVING CHILDREN,3
2017-11-07,KIDNAPPING,1
2017-11-07,MOTOR VEHICLE THEFT,32
2017-11-07,CRIMINAL DAMAGE,73
2017-11-07,ASSAULT,48
2017-11-07,ROBBERY,26
2017-11-07,INTERFERENCE WITH PUBLIC OFFICER,5
2017-11-07,NARCOTICS,29
2017-11-07,OTHER OFFENSE,47
2017-11-07,WEAPONS VIOLATION,16
2017-11-07,OBSCENITY,1
2017-11-07,SEX OFFENSE,3
2017-11-07,ARSON,1
2017-11-07,DECEPTIVE PRACTICE,43
2017-11-07,PUBLIC PEACE VIOLATION,7
2017-11-07,BATTERY,114
2017-11-07,BURGLARY,36
2017-11-07,GAMBLING,1
2017-11-07,HOMICIDE,1
2017-11-07,THEFT,176
2017-11-07,CRIM SEXUAL ASSAULT,1
2017-11-07,CRIMINAL TRESPASS,11
2017-11-07,STALKING,2
2017-11-08,KIDNAPPING,1
2017-11-08,ROBBERY,52
2017-11-08,CRIM SEXUAL ASSAULT,7
2017-11-08,DECEPTIVE PRACTICE,43
2017-11-08,OTHER OFFENSE,40
2017-11-08,CRIMINAL TRESPASS,28
2017-11-08,HOMICIDE,2
2017-11-08,ASSAULT,57
2017-11-08,WEAPONS VIOLATION,14
2017-11-08,BATTERY,141
2017-11-08,MOTOR VEHICLE THEFT,27
2017-11-08,NARCOTICS,27
2017-11-08,ARSON,2
2017-11-08,INTERFERENCE WITH PUBLIC OFFICER,2
2017-11-08,PUBLIC PEACE VIOLATION,2
2017-11-08,OFFENSE INVOLVING CHILDREN,7
2017-11-08,THEFT,199
2017-11-08,SEX OFFENSE,1
2017-11-08,CRIMINAL DAMAGE,65
2017-11-08,BURGLARY,42
2017-11-09,INTERFERENCE WITH PUBLIC OFFICER,1
2017-11-09,DECEPTIVE PRACTICE,55
2017-11-09,PUBLIC PEACE VIOLATION,6
2017-11-09,THEFT,170
2017-11-09,INTIMIDATION,1
2017-11-09,CRIMINAL TRESPASS,16
2017-11-09,OTHER OFFENSE,48
2017-11-09,ROBBERY,28
2017-11-09,LIQUOR LAW VIOLATION,2
2017-11-09,BURGLARY,24
2017-11-09,CRIM SEXUAL ASSAULT,2
2017-11-09,MOTOR VEHICLE THEFT,36
2017-11-09,SEX OFFENSE,1
2017-11-09,ASSAULT,54
2017-11-09,NARCOTICS,40
2017-11-09,OFFENSE INVOLVING CHILDREN,5
2017-11-09,WEAPONS VIOLATION,16
2017-11-09,BATTERY,111
2017-11-09,CRIMINAL DAMAGE,40
2017-11-10,PUBLIC PEACE VIOLATION,6
2017-11-10,CRIM SEXUAL ASSAULT,4
2017-11-10,BURGLARY,40
2017-11-10,CRIMINAL DAMAGE,65
2017-11-10,ASSAULT,45
2017-11-10,INTERFERENCE WITH PUBLIC OFFICER,2
2017-11-10,OTHER OFFENSE,43
2017-11-10,SEX OFFENSE,3
2017-11-10,ROBBERY,36
2017-11-10,BATTERY,107
2017-11-10,WEAPONS VIOLATION,16
2017-11-10,CRIMINAL TRESPASS,10
2017-11-10,NARCOTICS,32
2017-11-10,DECEPTIVE PRACTICE,62
2017-11-10,OFFENSE INVOLVING CHILDREN,6
2017-11-10,PROSTITUTION,1
2017-11-10,THEFT,172
2017-11-10,MOTOR VEHICLE THEFT,27
2017-11-10,CRIMINAL SEXUAL ASSAULT,1
2017-11-11,MOTOR VEHICLE THEFT,30
2017-11-11,CRIMINAL TRESPASS,19
2017-11-11,WEAPONS VIOLATION,8
2017-11-11,INTERFERENCE WITH PUBLIC OFFICER,2
2017-11-11,SEX OFFENSE,2
2017-11-11,OFFENSE INVOLVING CHILDREN,6
2017-11-11,ASSAULT,47
2017-11-11,ARSON,2
2017-11-11,CRIM SEXUAL ASSAULT,6
2017-11-11,NARCOTICS,28
2017-11-11,THEFT,175
2017-11-11,ROBBERY,46
2017-11-11,DECEPTIVE PRACTICE,47
2017-11-11,BATTERY,129
2017-11-11,CRIMINAL DAMAGE,68
2017-11-11,LIQUOR LAW VIOLATION,1
2017-11-11,PUBLIC PEACE VIOLATION,3
2017-11-11,STALKING,1
2017-11-11,OTHER OFFENSE,35
2017-11-11,BURGLARY,33
2017-11-12,CRIMINAL SEXUAL ASSAULT,1
2017-11-12,OTHER OFFENSE,40
2017-11-12,CRIMINAL DAMAGE,78
2017-11-12,PUBLIC PEACE VIOLATION,2
2017-11-12,NARCOTICS,19
2017-11-12,CONCEALED CARRY LICENSE VIOLATION,1
2017-11-12,INTIMIDATION,1
2017-11-12,ROBBERY,47
2017-11-12,THEFT,140
2017-11-12,CRIMINAL TRESPASS,21
2017-11-12,MOTOR VEHICLE THEFT,32
2017-11-12,BURGLARY,34
2017-11-12,CRIM SEXUAL ASSAULT,4
2017-11-12,INTERFERENCE WITH PUBLIC OFFICER,2
2017-11-12,OFFENSE INVOLVING CHILDREN,7
2017-11-12,DECEPTIVE PRACTICE,30
2017-11-12,WEAPONS VIOLATION,11
2017-11-12,ASSAULT,35
2017-11-12,ARSON,3
2017-11-12,SEX OFFENSE,2
2017-11-12,HOMICIDE,2
2017-11-12,KIDNAPPING,1
2017-11-12,BATTERY,153
2017-11-13,ASSAULT,45
2017-11-13,OFFENSE INVOLVING CHILDREN,2
2017-11-13,OTHER OFFENSE,43
2017-11-13,CRIMINAL TRESPASS,13
2017-11-13,SEX OFFENSE,4
2017-11-13,PUBLIC PEACE VIOLATION,5
2017-11-13,BURGLARY,31
2017-11-13,NARCOTICS,28
2017-11-13,CRIMINAL DAMAGE,74
2017-11-13,BATTERY,130
2017-11-13,ROBBERY,40
2017-11-13,STALKING,1
2017-11-13,GAMBLING,1
2017-11-13,HOMICIDE,3
2017-11-13,MOTOR VEHICLE THEFT,41
2017-11-13,THEFT,173
2017-11-13,INTERFERENCE WITH PUBLIC OFFICER,3
2017-11-13,WEAPONS VIOLATION,12
2017-11-13,DECEPTIVE PRACTICE,64
2017-11-13,CRIM SEXUAL ASSAULT,5
2017-11-14,CONCEALED CARRY LICENSE VIOLATION,1
2017-11-14,WEAPONS VIOLATION,16
2017-11-14,BURGLARY,35
2017-11-14,CRIMINAL TRESPASS,14
2017-11-14,NARCOTICS,27
2017-11-14,BATTERY,113
2017-11-14,THEFT,172
2017-11-14,PROSTITUTION,4
2017-11-14,GAMBLING,1
2017-11-14,CRIMINAL DAMAGE,83
2017-11-14,PUBLIC PEACE VIOLATION,3
2017-11-14,OTHER NARCOTIC VIOLATION,1
2017-11-14,HOMICIDE,1
2017-11-14,OTHER OFFENSE,56
2017-11-14,INTERFERENCE WITH PUBLIC OFFICER,3
2017-11-14,ROBBERY,37
2017-11-14,CRIM SEXUAL ASSAULT,1
2017-11-14,OFFENSE INVOLVING CHILDREN,6
2017-11-14,DECEPTIVE PRACTICE,51
2017-11-14,ASSAULT,43
2017-11-14,SEX OFFENSE,2
2017-11-14,MOTOR VEHICLE THEFT,29
2017-11-14,CRIMINAL SEXUAL ASSAULT,1
2017-11-15,CRIMINAL TRESPASS,24
2017-11-15,CRIMINAL DAMAGE,63
2017-11-15,DECEPTIVE PRACTICE,56
2017-11-15,CRIMINAL SEXUAL ASSAULT,1
2017-11-15,OFFENSE INVOLVING CHILDREN,4
2017-11-15,CRIM SEXUAL ASSAULT,1
2017-11-15,ARSON,2
2017-11-15,OTHER OFFENSE,52
2017-11-15,MOTOR VEHICLE THEFT,26
2017-11-15,ROBBERY,24
2017-11-15,THEFT,186
2017-11-15,BATTERY,125
2017-11-15,ASSAULT,50
2017-11-15,BURGLARY,43
2017-11-15,HOMICIDE,1
2017-11-15,PROSTITUTION,3
2017-11-15,NARCOTICS,36
2017-11-15,OBSCENITY,1
2017-11-15,SEX OFFENSE,2
2017-11-15,PUBLIC PEACE VIOLATION,2
2017-11-15,WEAPONS VIOLATION,8
2017-11-16,THEFT,216
2017-11-16,OTHER OFFENSE,48
2017-11-16,ASSAULT,47
2017-11-16,DECEPTIVE PRACTICE,56
2017-11-16,CRIMINAL SEXUAL ASSAULT,2
2017-11-16,OFFENSE INVOLVING CHILDREN,9
2017-11-16,BURGLARY,30
2017-11-16,HOMICIDE,3
2017-11-16,ROBBERY,32
2017-11-16,INTERFERENCE WITH PUBLIC OFFICER,2
2017-11-16,MOTOR VEHICLE THEFT,34
2017-11-16,CRIM SEXUAL ASSAULT,4
2017-11-16,CRIMINAL DAMAGE,90
2017-11-16,OTHER NARCOTIC VIOLATION,1
2017-11-16,NARCOTICS,49
2017-11-16,CRIMINAL TRESPASS,21
2017-11-16,BATTERY,92
2017-11-16,SEX OFFENSE,5
2017-11-16,KIDNAPPING,4
2017-11-16,PROSTITUTION,1
2017-11-16,PUBLIC PEACE VIOLATION,4
2017-11-16,WEAPONS VIOLATION,16
2017-11-17,THEFT,182
2017-11-17,OTHER OFFENSE,47
2017-11-17,CRIMINAL SEXUAL ASSAULT,2
2017-11-17,OFFENSE INVOLVING CHILDREN,4
2017-11-17,NARCOTICS,38
2017-11-17,CRIM SEXUAL ASSAULT,3
2017-11-17,BATTERY,101
2017-11-17,BURGLARY,53
2017-11-17,CRIMINAL DAMAGE,64
2017-11-17,SEX OFFENSE,4
2017-11-17,WEAPONS VIOLATION,13
2017-11-17,PUBLIC PEACE VIOLATION,2
2017-11-17,ASSAULT,49
2017-11-17,KIDNAPPING,3
2017-11-17,CRIMINAL TRESPASS,30
2017-11-17,ROBBERY,42
2017-11-17,DECEPTIVE PRACTICE,67
2017-11-17,INTERFERENCE WITH PUBLIC OFFICER,4
2017-11-17,INTIMIDATION,2
2017-11-17,MOTOR VEHICLE THEFT,28
2017-11-17,PROSTITUTION,2
2017-11-18,MOTOR VEHICLE THEFT,43
2017-11-18,CRIMINAL DAMAGE,91
2017-11-18,OFFENSE INVOLVING CHILDREN,6
2017-11-18,ROBBERY,30
2017-11-18,BURGLARY,31
2017-11-18,CRIM SEXUAL ASSAULT,4
2017-11-18,SEX OFFENSE,6
2017-11-18,THEFT,189
2017-11-18,OTHER OFFENSE,37
2017-11-18,PUBLIC PEACE VIOLATION,5
2017-11-18,CRIMINAL TRESPASS,11
2017-11-18,NARCOTICS,23
2017-11-18,CRIMINAL SEXUAL ASSAULT,2
2017-11-18,INTERFERENCE WITH PUBLIC OFFICER,1
2017-11-18,WEAPONS VIOLATION,11
2017-11-18,DECEPTIVE PRACTICE,46
2017-11-18,ASSAULT,38
2017-11-18,BATTERY,125
2017-11-19,SEX OFFENSE,2
2017-11-19,CONCEALED CARRY LICENSE VIOLATION,1
2017-11-19,BURGLARY,32
2017-11-19,CRIMINAL TRESPASS,14
2017-11-19,OTHER OFFENSE,28
2017-11-19,CRIM SEXUAL ASSAULT,5
2017-11-19,THEFT,150
2017-11-19,NARCOTICS,23
2017-11-19,WEAPONS VIOLATION,14
2017-11-19,ROBBERY,42
2017-11-19,CRIMINAL SEXUAL ASSAULT,1
2017-11-19,ASSAULT,56
2017-11-19,INTERFERENCE WITH PUBLIC OFFICER,1
2017-11-19,DECEPTIVE PRACTICE,33
2017-11-19,KIDNAPPING,1
2017-11-19,HOMICIDE,2
2017-11-19,OFFENSE INVOLVING CHILDREN,7
2017-11-19,CRIMINAL DAMAGE,86
2017-11-19,MOTOR VEHICLE THEFT,37
2017-11-19,PUBLIC PEACE VIOLATION,4
2017-11-19,PROSTITUTION,1
2017-11-19,BATTERY,150
2017-11-20,OTHER NARCOTIC VIOLATION,1
2017-11-20,NARCOTICS,40
2017-11-20,ROBBERY,41
2017-11-20,OTHER OFFENSE,36
2017-11-20,CRIMINAL TRESPASS,24
2017-11-20,HOMICIDE,1
2017-11-20,BURGLARY,39
2017-11-20,ASSAULT,56
2017-11-20,THEFT,206
2017-11-20,CRIMINAL DAMAGE,75
2017-11-20,DECEPTIVE PRACTICE,57
2017-11-20,WEAPONS VIOLATION,11
2017-11-20,PUBLIC PEACE VIOLATION,3
2017-11-20,SEX OFFENSE,3
2017-11-20,INTERFERENCE WITH PUBLIC OFFICER,1
2017-11-20,CRIM SEXUAL ASSAULT,4
2017-11-20,OFFENSE INVOLVING CHILDREN,9
2017-11-20,ARSON,1
2017-11-20,BATTERY,116
2017-11-20,MOTOR VEHICLE THEFT,38
2017-11-21,CRIMINAL TRESPASS,15
2017-11-21,BATTERY,114
2017-11-21,ASSAULT,43
2017-11-21,OFFENSE INVOLVING CHILDREN,3
2017-11-21,MOTOR VEHICLE THEFT,36
2017-11-21,ROBBERY,36
2017-11-21,STALKING,1
2017-11-21,SEX OFFENSE,4
2017-11-21,THEFT,164
2017-11-21,HOMICIDE,1
2017-11-21,PROSTITUTION,4
2017-11-21,OTHER OFFENSE,39
2017-11-21,ARSON,1
2017-11-21,CRIM SEXUAL ASSAULT,3
2017-11-21,DECEPTIVE PRACTICE,41
2017-11-21,NARCOTICS,38
2017-11-21,WEAPONS VIOLATION,4
2017-11-21,BURGLARY,46
2017-11-21,INTERFERENCE WITH PUBLIC OFFICER,1
2017-11-21,PUBLIC PEACE VIOLATION,3
2017-11-21,INTIMIDATION,1
2017-11-21,CRIMINAL DAMAGE,75
2017-11-22,PUBLIC PEACE VIOLATION,2
2017-11-22,HOMICIDE,2
2017-11-22,CRIMINAL TRESPASS,17
2017-11-22,SEX OFFENSE,1
2017-11-22,PROSTITUTION,1
2017-11-22,ARSON,4
2017-11-22,ASSAULT,33
2017-11-22,OFFENSE INVOLVING CHILDREN,3
2017-11-22,INTERFERENCE WITH PUBLIC OFFICER,2
2017-11-22,CRIM SEXUAL ASSAULT,4
2017-11-22,MOTOR VEHICLE THEFT,31
2017-11-22,BURGLARY,40
2017-11-22,STALKING,1
2017-11-22,BATTERY,99
2017-11-22,NARCOTICS,40
2017-11-22,THEFT,166
2017-11-22,ROBBERY,41
2017-11-22,OTHER OFFENSE,39
2017-11-22,CRIMINAL DAMAGE,62
2017-11-22,DECEPTIVE PRACTICE,60
2017-11-22,WEAPONS VIOLATION,8
2017-11-23,MOTOR VEHICLE THEFT,24
2017-11-23,BATTERY,131
2017-11-23,PROSTITUTION,2
2017-11-23,ARSON,6
2017-11-23,SEX OFFENSE,3
2017-11-23,GAMBLING,1
2017-11-23,CRIMINAL DAMAGE,82
2017-11-23,THEFT,122
2017-11-23,WEAPONS VIOLATION,5
2017-11-23,NARCOTICS,7
2017-11-23,INTERFERENCE WITH PUBLIC OFFICER,1
2017-11-23,PUBLIC PEACE VIOLATION,2
2017-11-23,HOMICIDE,1
2017-11-23,BURGLARY,26
2017-11-23,OFFENSE INVOLVING CHILDREN,3
2017-11-23,ROBBERY,18
2017-11-23,ASSAULT,46
2017-11-23,CRIMINAL TRESPASS,10
2017-11-23,OTHER OFFENSE,23
2017-11-23,CRIM SEXUAL ASSAULT,2
2017-11-23,DECEPTIVE PRACTICE,28
2017-11-24,INTERFERENCE WITH PUBLIC OFFICER,1
2017-11-24,PUBLIC PEACE VIOLATION,1
2017-11-24,SEX OFFENSE,1
2017-11-24,BURGLARY,28
2017-11-24,DECEPTIVE PRACTICE,56
2017-11-24,MOTOR VEHICLE THEFT,29
2017-11-24,WEAPONS VIOLATION,14
2017-11-24,CRIMINAL DAMAGE,83
2017-11-24,BATTERY,116
2017-11-24,ROBBERY,25
2017-11-24,NARCOTICS,23
2017-11-24,OFFENSE INVOLVING CHILDREN,1
2017-11-24,HOMICIDE,4
2017-11-24,CRIMINAL TRESPASS,12
2017-11-24,ASSAULT,42
2017-11-24,CRIM SEXUAL ASSAULT,1
2017-11-24,ARSON,2
2017-11-24,PROSTITUTION,6
2017-11-24,THEFT,192
2017-11-24,OTHER OFFENSE,45
2017-11-25,CRIMINAL SEXUAL ASSAULT,1
2017-11-25,CONCEALED CARRY LICENSE VIOLATION,1
2017-11-25,THEFT,184
2017-11-25,ARSON,3
2017-11-25,NARCOTICS,20
2017-11-25,WEAPONS VIOLATION,17
2017-11-25,CRIMINAL DAMAGE,90
2017-11-25,PROSTITUTION,2
2017-11-25,OFFENSE INVOLVING CHILDREN,6
2017-11-25,PUBLIC PEACE VIOLATION,2
2017-11-25,BATTERY,137
2017-11-25,CRIMINAL TRESPASS,17
2017-11-25,ASSAULT,56
2017-11-25,MOTOR VEHICLE THEFT,30
2017-11-25,OTHER OFFENSE,45
2017-11-25,ROBBERY,49
2017-11-25,CRIM SEXUAL ASSAULT,1
2017-11-25,HOMICIDE,1
2017-11-25,INTERFERENCE WITH PUBLIC OFFICER,2
2017-11-25,OTHER NARCOTIC VIOLATION,1
2017-11-25,DECEPTIVE PRACTICE,27
2017-11-25,SEX OFFENSE,1
2017-11-25,BURGLARY,21
2017-11-26,STALKING,1
2017-11-26,PUBLIC PEACE VIOLATION,2
2017-11-26,WEAPONS VIOLATION,11
2017-11-26,ASSAULT,40
2017-11-26,OTHER OFFENSE,39
2017-11-26,THEFT,153
2017-11-26,DECEPTIVE PRACTICE,32
2017-11-26,INTERFERENCE WITH PUBLIC OFFICER,5
2017-11-26,INTIMIDATION,1
2017-11-26,NARCOTICS,29
2017-11-26,KIDNAPPING,1
2017-11-26,CRIMINAL SEXUAL ASSAULT,3
2017-11-26,CRIM SEXUAL ASSAULT,9
2017-11-26,HOMICIDE,2
2017-11-26,BURGLARY,27
2017-11-26,OFFENSE INVOLVING CHILDREN,4
2017-11-26,MOTOR VEHICLE THEFT,30
2017-11-26,CRIMINAL TRESPASS,18
2017-11-26,BATTERY,130
2017-11-26,SEX OFFENSE,1
2017-11-26,ROBBERY,47
2017-11-26,CRIMINAL DAMAGE,81
2017-11-27,PUBLIC PEACE VIOLATION,4
2017-11-27,DECEPTIVE PRACTICE,61
2017-11-27,GAMBLING,2
2017-11-27,OFFENSE INVOLVING CHILDREN,5
2017-11-27,ASSAULT,51
2017-11-27,PROSTITUTION,1
2017-11-27,KIDNAPPING,2
2017-11-27,BATTERY,130
2017-11-27,INTERFERENCE WITH PUBLIC OFFICER,2
2017-11-27,HOMICIDE,1
2017-11-27,CRIM SEXUAL ASSAULT,3
2017-11-27,ROBBERY,33
2017-11-27,OTHER OFFENSE,47
2017-11-27,MOTOR VEHICLE THEFT,35
2017-11-27,SEX OFFENSE,2
2017-11-27,CRIMINAL DAMAGE,95
2017-11-27,THEFT,205
2017-11-27,CRIMINAL TRESPASS,17
2017-11-27,NARCOTICS,28
2017-11-27,BURGLARY,44
2017-11-27,WEAPONS VIOLATION,6
2017-11-28,ROBBERY,38
2017-11-28,PUBLIC PEACE VIOLATION,5
2017-11-28,BATTERY,123
2017-11-28,INTIMIDATION,1
2017-11-28,NARCOTICS,47
2017-11-28,ASSAULT,53
2017-11-28,INTERFERENCE WITH PUBLIC OFFICER,4
2017-11-28,MOTOR VEHICLE THEFT,27
2017-11-28,THEFT,181
2017-11-28,WEAPONS VIOLATION,7
2017-11-28,BURGLARY,45
2017-11-28,ARSON,2
2017-11-28,CRIMINAL DAMAGE,80
2017-11-28,HOMICIDE,1
2017-11-28,OTHER OFFENSE,52
2017-11-28,CRIMINAL TRESPASS,16
2017-11-28,CRIM SEXUAL ASSAULT,3
2017-11-28,DECEPTIVE PRACTICE,76
2017-11-28,STALKING,1
2017-11-28,SEX OFFENSE,2
2017-11-28,PROSTITUTION,12
2017-11-28,OFFENSE INVOLVING CHILDREN,9
2017-11-29,OFFENSE INVOLVING CHILDREN,6
2017-11-29,WEAPONS VIOLATION,8
2017-11-29,OTHER OFFENSE,57
2017-11-29,THEFT,197
2017-11-29,DECEPTIVE PRACTICE,62
2017-11-29,PROSTITUTION,13
2017-11-29,INTERFERENCE WITH PUBLIC OFFICER,3
2017-11-29,NARCOTICS,21
2017-11-29,BATTERY,117
2017-11-29,CRIMINAL DAMAGE,99
2017-11-29,MOTOR VEHICLE THEFT,27
2017-11-29,CRIMINAL TRESPASS,19
2017-11-29,KIDNAPPING,2
2017-11-29,BURGLARY,37
2017-11-29,STALKING,1
2017-11-29,OBSCENITY,2
2017-11-29,LIQUOR LAW VIOLATION,1
2017-11-29,CRIMINAL SEXUAL ASSAULT,1
2017-11-29,CRIM SEXUAL ASSAULT,1
2017-11-29,GAMBLING,1
2017-11-29,SEX OFFENSE,5
2017-11-29,ASSAULT,62
2017-11-29,ARSON,1
2017-11-29,ROBBERY,29
2017-11-30,CRIMINAL TRESPASS,16
2017-11-30,BATTERY,124
2017-11-30,WEAPONS VIOLATION,13
2017-11-30,ASSAULT,37
2017-11-30,ARSON,2
2017-11-30,CRIM SEXUAL ASSAULT,2
2017-11-30,PUBLIC PEACE VIOLATION,3
2017-11-30,NARCOTICS,38
2017-11-30,OTHER NARCOTIC VIOLATION,1
2017-11-30,OTHER OFFENSE,39
2017-11-30,ROBBERY,43
2017-11-30,INTERFERENCE WITH PUBLIC OFFICER,3
2017-11-30,THEFT,210
2017-11-30,DECEPTIVE PRACTICE,72
2017-11-30,CRIMINAL DAMAGE,74
2017-11-30,SEX OFFENSE,1
2017-11-30,CONCEALED CARRY LICENSE VIOLATION,1
2017-11-30,OFFENSE INVOLVING CHILDREN,7
2017-11-30,BURGLARY,32
2017-11-30,HOMICIDE,1
2017-11-30,MOTOR VEHICLE THEFT,24
2017-11-30,PROSTITUTION,7
2017-12-01,CRIMINAL DAMAGE,78
2017-12-01,GAMBLING,1
2017-12-01,INTERFERENCE WITH PUBLIC OFFICER,2
2017-12-01,BURGLARY,38
2017-12-01,OTHER OFFENSE,59
2017-12-01,BATTERY,140
2017-12-01,CRIMINAL TRESPASS,16
2017-12-01,WEAPONS VIOLATION,15
2017-12-01,HOMICIDE,2
2017-12-01,PUBLIC PEACE VIOLATION,3
2017-12-01,STALKING,1
2017-12-01,THEFT,237
2017-12-01,CRIMINAL SEXUAL ASSAULT,3
2017-12-01,ROBBERY,45
2017-12-01,SEX OFFENSE,8
2017-12-01,OFFENSE INVOLVING CHILDREN,23
2017-12-01,ASSAULT,53
2017-12-01,CRIM SEXUAL ASSAULT,8
2017-12-01,PROSTITUTION,6
2017-12-01,NARCOTICS,37
2017-12-01,LIQUOR LAW VIOLATION,1
2017-12-01,MOTOR VEHICLE THEFT,33
2017-12-01,DECEPTIVE PRACTICE,113
2017-12-02,MOTOR VEHICLE THEFT,38
2017-12-02,ROBBERY,40
2017-12-02,DECEPTIVE PRACTICE,49
2017-12-02,PROSTITUTION,11
2017-12-02,WEAPONS VIOLATION,20
2017-12-02,ASSAULT,45
2017-12-02,NARCOTICS,22
2017-12-02,OTHER OFFENSE,38
2017-12-02,INTERFERENCE WITH PUBLIC OFFICER,4
2017-12-02,SEX OFFENSE,3
2017-12-02,BURGLARY,35
2017-12-02,THEFT,194
2017-12-02,CRIMINAL DAMAGE,79
2017-12-02,CRIMINAL TRESPASS,22
2017-12-02,PUBLIC PEACE VIOLATION,3
2017-12-02,OFFENSE INVOLVING CHILDREN,8
2017-12-02,LIQUOR LAW VIOLATION,2
2017-12-02,BATTERY,135
2017-12-02,CRIM SEXUAL ASSAULT,7
2017-12-02,KIDNAPPING,1
2017-12-02,HOMICIDE,1
2017-12-02,CONCEALED CARRY LICENSE VIOLATION,1
2017-12-03,CRIM SEXUAL ASSAULT,3
2017-12-03,KIDNAPPING,1
2017-12-03,MOTOR VEHICLE THEFT,29
2017-12-03,DECEPTIVE PRACTICE,34
2017-12-03,BATTERY,147
2017-12-03,STALKING,1
2017-12-03,ASSAULT,56
2017-12-03,CRIMINAL TRESPASS,15
2017-12-03,INTERFERENCE WITH PUBLIC OFFICER,5
2017-12-03,HOMICIDE,1
2017-12-03,SEX OFFENSE,4
2017-12-03,BURGLARY,25
2017-12-03,CRIMINAL DAMAGE,86
2017-12-03,ARSON,2
2017-12-03,THEFT,163
2017-12-03,OTHER OFFENSE,36
2017-12-03,OBSCENITY,1
2017-12-03,OFFENSE INVOLVING CHILDREN,11
2017-12-03,ROBBERY,30
2017-12-03,WEAPONS VIOLATION,9
2017-12-03,NARCOTICS,16
2017-12-03,PUBLIC PEACE VIOLATION,2
2017-12-04,CRIMINAL TRESPASS,21
2017-12-04,ARSON,1
2017-12-04,LIQUOR LAW VIOLATION,1
2017-12-04,DECEPTIVE PRACTICE,58
2017-12-04,OTHER OFFENSE,35
2017-12-04,ROBBERY,34
2017-12-04,PUBLIC PEACE VIOLATION,2
2017-12-04,ASSAULT,52
2017-12-04,STALKING,1
2017-12-04,INTIMIDATION,1
2017-12-04,CRIMINAL DAMAGE,102
2017-12-04,KIDNAPPING,2
2017-12-04,BATTERY,150
2017-12-04,CONCEALED CARRY LICENSE VIOLATION,1
2017-12-04,SEX OFFENSE,2
2017-12-04,BURGLARY,40
2017-12-04,THEFT,208
2017-12-04,MOTOR VEHICLE THEFT,37
2017-12-04,WEAPONS VIOLATION,18
2017-12-04,OFFENSE INVOLVING CHILDREN,3
2017-12-04,NARCOTICS,41
2017-12-05,THEFT,185
2017-12-05,WEAPONS VIOLATION,9
2017-12-05,CRIM SEXUAL ASSAULT,4
2017-12-05,CRIMINAL DAMAGE,73
2017-12-05,MOTOR VEHICLE THEFT,34
2017-12-05,PUBLIC PEACE VIOLATION,6
2017-12-05,NARCOTICS,37
2017-12-05,OFFENSE INVOLVING CHILDREN,9
2017-12-05,ROBBERY,25
2017-12-05,ASSAULT,41
2017-12-05,SEX OFFENSE,3
2017-12-05,BATTERY,115
2017-12-05,BURGLARY,29
2017-12-05,INTERFERENCE WITH PUBLIC OFFICER,2
2017-12-05,CRIMINAL TRESPASS,16
2017-12-05,DECEPTIVE PRACTICE,78
2017-12-05,OTHER OFFENSE,43
2017-12-05,KIDNAPPING,1
2017-12-05,PROSTITUTION,4
2017-12-06,ASSAULT,65
2017-12-06,HOMICIDE,1
2017-12-06,OFFENSE INVOLVING CHILDREN,5
2017-12-06,BURGLARY,31
2017-12-06,PUBLIC PEACE VIOLATION,3
2017-12-06,NARCOTICS,36
2017-12-06,CRIM SEXUAL ASSAULT,2
2017-12-06,WEAPONS VIOLATION,11
2017-12-06,SEX OFFENSE,5
