crime_date,location_description,location_category,count
2018-09-14,MEDICAL/DENTAL OFFICE,other,1
2018-09-14,OTHER,other,24
2018-09-14,COMMERCIAL / BUSINESS OFFICE,indoor,5
2018-09-14,CTA BUS,other,1
2018-09-14,CONSTRUCTION SITE,other,2
2018-09-14,CHA HALLWAY/STAIRWELL/ELEVATOR,other,1
2018-09-14,RESIDENCE PORCH/HALLWAY,other,7
2018-09-14,CTA PLATFORM,other,5
2018-09-14,HOTEL/MOTEL,other,7
2018-09-14,OTHER RAILROAD PROP / TRAIN DEPOT,other,2
2018-09-14,GAS STATION,outdoor,19
2018-09-14,GROCERY FOOD STORE,indoor,13
2018-09-14,GOVERNMENT BUILDING/PROPERTY,other,2
2018-09-14,BAR OR TAVERN,indoor,9
2018-09-14,ABANDONED BUILDING,other,1
2018-09-14,APARTMENT,indoor,99
2018-09-14,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,1
2018-09-14,CAR WASH,other,1
2018-09-14,NURSING HOME/RETIREMENT HOME,other,5
2018-09-14,ALLEY,outdoor,11
2018-09-14,STREET,outdoor,216
2018-09-14,RESIDENCE-GARAGE,other,9
2018-09-14,POLICE FACILITY/VEH PARKING LOT,other,1
2018-09-14,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,other,1
2018-09-14,HOSPITAL BUILDING/GROUNDS,other,6
2018-09-14,SMALL RETAIL STORE,indoor,22
2018-09-14,"SCHOOL, PUBLIC, GROUNDS",other,4
2018-09-14,SIDEWALK,outdoor,91
2018-09-14,DRUG STORE,indoor,1
2018-09-14,CEMETARY,other,1
2018-09-14,OTHER (SPECIFY),other,1
2018-09-14,RESIDENTIAL YARD (FRONT/BACK),other,22
2018-09-14,"SCHOOL, PRIVATE, BUILDING",other,3
2018-09-14,AIRPORT VENDING ESTABLISHMENT,other,1
2018-09-14,"SCHOOL, PUBLIC, BUILDING",other,29
2018-09-14,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,other,1
2018-09-14,VEHICLE-COMMERCIAL,other,1
2018-09-14,CTA BUS STOP,other,2
2018-09-14,TAXICAB,other,1
2018-09-14,FEDERAL BUILDING,other,1
2018-09-14,BANK,indoor,2
2018-09-14,APPLIANCE STORE,other,1
2018-09-14,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,other,2
2018-09-14,CHA APARTMENT,other,1
2018-09-14,DEPARTMENT STORE,indoor,15
2018-09-14,RESIDENCE,indoor,113
2018-09-14,CONVENIENCE STORE,indoor,6
2018-09-14,OTHER COMMERCIAL TRANSPORTATION,other,1
2018-09-14,VACANT LOT/LAND,other,2
2018-09-14,VEHICLE NON-COMMERCIAL,other,18
2018-09-14,RESTAURANT,indoor,29
2018-09-14,WAREHOUSE,other,1
2018-09-14,TAVERN/LIQUOR STORE,other,4
2018-09-14,PARK PROPERTY,outdoor,5
2018-09-14,CTA TRAIN,other,8
2018-09-14,CHA PARKING LOT/GROUNDS,other,1
2018-09-14,PARKING LOT/GARAGE(NON.RESID.),other,24
2018-09-14,CTA GARAGE / OTHER PROPERTY,other,1
2018-09-14,LIBRARY,indoor,1
2018-09-14,CTA STATION,other,4
2018-09-15,SPORTS ARENA/STADIUM,other,3
2018-09-15,AUTO / BOAT / RV DEALERSHIP,other,2
2018-09-15,SMALL RETAIL STORE,indoor,12
2018-09-15,SCHOOL - PUBLIC BUILDING,indoor,1
2018-09-15,VEHICLE NON-COMMERCIAL,other,19
2018-09-15,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,other,1
2018-09-15,HOTEL/MOTEL,other,5
2018-09-15,VEHICLE-COMMERCIAL,other,2
2018-09-15,NURSING HOME/RETIREMENT HOME,other,2
2018-09-15,OTHER,other,37
2018-09-15,GROCERY FOOD STORE,indoor,10
2018-09-15,TAVERN/LIQUOR STORE,other,4
2018-09-15,APARTMENT,indoor,93
2018-09-15,RESIDENCE,indoor,134
2018-09-15,GAS STATION,outdoor,4
2018-09-15,DRIVEWAY - RESIDENTIAL,outdoor,3
2018-09-15,BANK,indoor,2
2018-09-15,RESIDENTIAL YARD (FRONT/BACK),other,17
2018-09-15,PARK PROPERTY,outdoor,8
2018-09-15,RESIDENCE PORCH/HALLWAY,other,11
2018-09-15,HOSPITAL BUILDING/GROUNDS,other,3
2018-09-15,RESTAURANT,indoor,14
2018-09-15,CLEANING STORE,other,1
2018-09-15,CTA TRAIN,other,8
2018-09-15,GOVERNMENT BUILDING/PROPERTY,other,1
2018-09-15,CTA GARAGE / OTHER PROPERTY,other,2
2018-09-15,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,2
2018-09-15,CTA PLATFORM,other,2
2018-09-15,POLICE FACILITY/VEH PARKING LOT,other,7
2018-09-15,SAVINGS AND LOAN,other,1
2018-09-15,LAKEFRONT/WATERFRONT/RIVERBANK,other,1
2018-09-15,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,other,1
2018-09-15,ALLEY,outdoor,18
2018-09-15,CONVENIENCE STORE,indoor,3
2018-09-15,SCHOOL - PRIVATE BUILDING,other,1
2018-09-15,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,other,1
2018-09-15,LIBRARY,indoor,1
2018-09-15,CTA BUS,other,2
2018-09-15,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",other,1
2018-09-15,DEPARTMENT STORE,indoor,11
2018-09-15,VACANT LOT/LAND,other,2
2018-09-15,DRUG STORE,indoor,3
2018-09-15,RESIDENCE-GARAGE,other,15
2018-09-15,BOWLING ALLEY,other,1
2018-09-15,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,2
2018-09-15,CHA APARTMENT,other,2
2018-09-15,CTA STATION,other,1
2018-09-15,TAXICAB,other,1
2018-09-15,STREET,outdoor,211
2018-09-15,PARKING LOT/GARAGE(NON.RESID.),other,26
2018-09-15,SIDEWALK,outdoor,71
2018-09-15,"SCHOOL, PUBLIC, BUILDING",other,1
2018-09-15,COMMERCIAL / BUSINESS OFFICE,indoor,5
2018-09-15,ATHLETIC CLUB,other,1
2018-09-15,CTA BUS STOP,other,1
2018-09-15,BAR OR TAVERN,indoor,14
2018-09-15,"SCHOOL, PRIVATE, BUILDING",other,1
2018-09-15,AIRPORT PARKING LOT,other,1
2018-09-16,ALLEY,outdoor,15
2018-09-16,OTHER,other,17
2018-09-16,"SCHOOL, PUBLIC, GROUNDS",other,4
2018-09-16,DAY CARE CENTER,other,1
2018-09-16,CONSTRUCTION SITE,other,1
2018-09-16,DEPARTMENT STORE,indoor,17
2018-09-16,NURSING HOME/RETIREMENT HOME,other,3
2018-09-16,CHA APARTMENT,other,2
2018-09-16,GAS STATION,outdoor,16
2018-09-16,SMALL RETAIL STORE,indoor,14
2018-09-16,RESIDENCE-GARAGE,other,19
2018-09-16,BAR OR TAVERN,indoor,17
2018-09-16,RESIDENCE,indoor,102
2018-09-16,CTA TRACKS - RIGHT OF WAY,other,1
2018-09-16,STREET,outdoor,190
2018-09-16,APARTMENT,indoor,116
2018-09-16,HOTEL/MOTEL,other,1
2018-09-16,PARK PROPERTY,outdoor,13
2018-09-16,OTHER RAILROAD PROP / TRAIN DEPOT,other,1
2018-09-16,VEHICLE NON-COMMERCIAL,other,23
2018-09-16,CTA TRAIN,other,4
2018-09-16,PARKING LOT/GARAGE(NON.RESID.),other,29
2018-09-16,"SCHOOL, PRIVATE, BUILDING",other,1
2018-09-16,CONVENIENCE STORE,indoor,7
2018-09-16,CTA BUS STOP,other,1
2018-09-16,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,2
2018-09-16,HOSPITAL BUILDING/GROUNDS,other,3
2018-09-16,DRUG STORE,indoor,4
2018-09-16,RESIDENTIAL YARD (FRONT/BACK),other,17
2018-09-16,RESTAURANT,indoor,26
2018-09-16,LAKEFRONT/WATERFRONT/RIVERBANK,other,1
2018-09-16,ABANDONED BUILDING,other,1
2018-09-16,VACANT LOT/LAND,other,2
2018-09-16,RESIDENCE PORCH/HALLWAY,other,11
2018-09-16,TAVERN/LIQUOR STORE,other,2
2018-09-16,AIRPORT PARKING LOT,other,2
2018-09-16,GROCERY FOOD STORE,indoor,9
2018-09-16,VEHICLE-COMMERCIAL,other,1
2018-09-16,CHA PARKING LOT/GROUNDS,other,1
2018-09-16,CTA PLATFORM,other,3
2018-09-16,ATHLETIC CLUB,other,4
2018-09-16,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,4
2018-09-16,POLICE FACILITY/VEH PARKING LOT,other,7
2018-09-16,SIDEWALK,outdoor,94
2018-09-16,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",other,1
2018-09-16,COMMERCIAL / BUSINESS OFFICE,indoor,4
2018-09-17,HOSPITAL BUILDING/GROUNDS,other,4
2018-09-17,ATM (AUTOMATIC TELLER MACHINE),other,1
2018-09-17,CTA BUS,other,1
2018-09-17,CURRENCY EXCHANGE,indoor,1
2018-09-17,CONVENIENCE STORE,indoor,2
2018-09-17,OTHER,other,37
2018-09-17,STREET,outdoor,189
2018-09-17,DRUG STORE,indoor,3
2018-09-17,CTA TRAIN,other,7
2018-09-17,DAY CARE CENTER,other,1
2018-09-17,AIRPORT EXTERIOR - NON-SECURE AREA,other,1
2018-09-17,TAVERN/LIQUOR STORE,other,3
2018-09-17,PARK PROPERTY,outdoor,6
2018-09-17,PARKING LOT/GARAGE(NON.RESID.),other,25
2018-09-17,APARTMENT,indoor,91
2018-09-17,VACANT LOT/LAND,other,4
2018-09-17,MEDICAL/DENTAL OFFICE,other,1
2018-09-17,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,2
2018-09-17,CTA BUS STOP,other,2
2018-09-17,SIDEWALK,outdoor,55
2018-09-17,ANIMAL HOSPITAL,other,1
2018-09-17,CHA APARTMENT,other,3
2018-09-17,RESIDENTIAL YARD (FRONT/BACK),other,21
2018-09-17,ALLEY,outdoor,21
2018-09-17,"SCHOOL, PUBLIC, GROUNDS",other,6
2018-09-17,RESIDENCE,indoor,120
2018-09-17,HORSE STABLE,other,1
2018-09-17,DRIVEWAY - RESIDENTIAL,outdoor,1
2018-09-17,NURSING HOME/RETIREMENT HOME,other,5
2018-09-17,AIRPORT EXTERIOR - SECURE AREA,other,1
2018-09-17,DEPARTMENT STORE,indoor,9
2018-09-17,GROCERY FOOD STORE,indoor,10
2018-09-17,COMMERCIAL / BUSINESS OFFICE,indoor,5
2018-09-17,BANK,indoor,2
2018-09-17,AIRCRAFT,other,1
2018-09-17,GAS STATION,outdoor,11
2018-09-17,HOTEL/MOTEL,other,4
2018-09-17,BAR OR TAVERN,indoor,6
2018-09-17,RESTAURANT,indoor,17
2018-09-17,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",other,1
2018-09-17,CTA STATION,other,4
2018-09-17,ATHLETIC CLUB,other,2
2018-09-17,CHA PARKING LOT/GROUNDS,other,2
2018-09-17,CTA GARAGE / OTHER PROPERTY,other,3
2018-09-17,CTA PLATFORM,other,5
2018-09-17,RESIDENCE PORCH/HALLWAY,other,10
2018-09-17,RESIDENCE-GARAGE,other,19
2018-09-17,TAXICAB,other,2
2018-09-17,CTA TRACKS - RIGHT OF WAY,other,1
2018-09-17,CONSTRUCTION SITE,other,2
2018-09-17,"SCHOOL, PUBLIC, BUILDING",other,11
2018-09-17,"SCHOOL, PRIVATE, GROUNDS",other,2
2018-09-17,ABANDONED BUILDING,other,2
2018-09-17,SMALL RETAIL STORE,indoor,17
2018-09-17,VEHICLE NON-COMMERCIAL,other,13
2018-09-17,SPORTS ARENA/STADIUM,other,1
2018-09-17,POLICE FACILITY/VEH PARKING LOT,other,3
2018-09-17,GOVERNMENT BUILDING/PROPERTY,other,1
2018-09-18,VEHICLE NON-COMMERCIAL,other,11
2018-09-18,ATHLETIC CLUB,other,3
2018-09-18,PARKING LOT,other,1
2018-09-18,CTA TRAIN,other,8
2018-09-18,"SCHOOL, PUBLIC, GROUNDS",other,6
2018-09-18,RESIDENCE PORCH/HALLWAY,other,18
2018-09-18,STREET,outdoor,160
2018-09-18,BANK,indoor,2
2018-09-18,DRIVEWAY - RESIDENTIAL,outdoor,4
2018-09-18,COMMERCIAL / BUSINESS OFFICE,indoor,1
2018-09-18,MOVIE HOUSE/THEATER,other,1
2018-09-18,CTA STATION,other,7
2018-09-18,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,3
2018-09-18,GAS STATION,outdoor,9
2018-09-18,CONVENIENCE STORE,indoor,6
2018-09-18,RESIDENTIAL YARD (FRONT/BACK),other,20
2018-09-18,"SCHOOL, PRIVATE, GROUNDS",other,2
2018-09-18,SIDEWALK,outdoor,69
2018-09-18,POLICE FACILITY/VEH PARKING LOT,other,1
2018-09-18,RESIDENCE,indoor,123
2018-09-18,OTHER COMMERCIAL TRANSPORTATION,other,1
2018-09-18,VACANT LOT/LAND,other,3
2018-09-18,MEDICAL/DENTAL OFFICE,other,3
2018-09-18,COLLEGE/UNIVERSITY GROUNDS,other,1
2018-09-18,FEDERAL BUILDING,other,1
2018-09-18,"SCHOOL, PRIVATE, BUILDING",other,1
2018-09-18,ALLEY,outdoor,15
2018-09-18,GROCERY FOOD STORE,indoor,10
2018-09-18,CHA PARKING LOT/GROUNDS,other,5
2018-09-18,HIGHWAY/EXPRESSWAY,other,1
2018-09-18,ABANDONED BUILDING,other,1
2018-09-18,HOTEL/MOTEL,other,2
2018-09-18,CONSTRUCTION SITE,other,1
2018-09-18,NURSING HOME/RETIREMENT HOME,other,2
2018-09-18,CTA BUS,other,6
2018-09-18,HOSPITAL BUILDING/GROUNDS,other,5
2018-09-18,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,1
2018-09-18,DEPARTMENT STORE,indoor,8
2018-09-18,"SCHOOL, PUBLIC, BUILDING",other,21
2018-09-18,SMALL RETAIL STORE,indoor,17
2018-09-18,APARTMENT,indoor,85
2018-09-18,PARK PROPERTY,outdoor,3
2018-09-18,ATM (AUTOMATIC TELLER MACHINE),other,1
2018-09-18,DRUG STORE,indoor,4
2018-09-18,CURRENCY EXCHANGE,indoor,1
2018-09-18,RESTAURANT,indoor,16
2018-09-18,CHA APARTMENT,other,1
2018-09-18,RESIDENCE-GARAGE,other,7
2018-09-18,AUTO / BOAT / RV DEALERSHIP,other,2
2018-09-18,CAR WASH,other,1
2018-09-18,BAR OR TAVERN,indoor,1
2018-09-18,PARKING LOT/GARAGE(NON.RESID.),other,22
2018-09-18,OTHER,other,31
2018-09-19,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,1
2018-09-19,CONSTRUCTION SITE,other,4
2018-09-19,STREET,outdoor,176
2018-09-19,RESIDENCE-GARAGE,other,9
2018-09-19,OTHER,other,28
2018-09-19,VEHICLE NON-COMMERCIAL,other,13
2018-09-19,LIBRARY,indoor,2
2018-09-19,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,other,1
2018-09-19,CTA TRAIN,other,10
2018-09-19,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,other,1
2018-09-19,DAY CARE CENTER,other,2
2018-09-19,POLICE FACILITY/VEH PARKING LOT,other,1
2018-09-19,SIDEWALK,outdoor,59
2018-09-19,COLLEGE/UNIVERSITY GROUNDS,other,1
2018-09-19,CTA PLATFORM,other,3
2018-09-19,RESIDENCE,indoor,118
2018-09-19,HOSPITAL BUILDING/GROUNDS,other,2
2018-09-19,ALLEY,outdoor,17
2018-09-19,CTA STATION,other,2
2018-09-19,TAVERN/LIQUOR STORE,other,3
2018-09-19,OTHER (SPECIFY),other,2
2018-09-19,CURRENCY EXCHANGE,indoor,1
2018-09-19,GAS STATION,outdoor,11
2018-09-19,AUTO / BOAT / RV DEALERSHIP,other,1
2018-09-19,BANK,indoor,4
2018-09-19,ABANDONED BUILDING,other,2
2018-09-19,GROCERY FOOD STORE,indoor,11
2018-09-19,DRIVEWAY - RESIDENTIAL,outdoor,4
2018-09-19,DEPARTMENT STORE,indoor,17
2018-09-19,DRUG STORE,indoor,1
2018-09-19,RESIDENCE PORCH/HALLWAY,other,14
2018-09-19,TAXICAB,other,1
2018-09-19,CTA BUS STOP,other,1
2018-09-19,"SCHOOL, PRIVATE, BUILDING",other,1
2018-09-19,SMALL RETAIL STORE,indoor,17
2018-09-19,PARK PROPERTY,outdoor,5
2018-09-19,GOVERNMENT BUILDING/PROPERTY,other,1
2018-09-19,VEHICLE-COMMERCIAL,other,1
2018-09-19,PARKING LOT/GARAGE(NON.RESID.),other,16
2018-09-19,"SCHOOL, PRIVATE, GROUNDS",other,1
2018-09-19,COMMERCIAL / BUSINESS OFFICE,indoor,6
2018-09-19,FEDERAL BUILDING,other,1
2018-09-19,BRIDGE,outdoor,1
2018-09-19,ATM (AUTOMATIC TELLER MACHINE),other,1
2018-09-19,MOVIE HOUSE/THEATER,other,1
2018-09-19,VACANT LOT/LAND,other,1
2018-09-19,RESIDENTIAL YARD (FRONT/BACK),other,18
2018-09-19,CONVENIENCE STORE,indoor,3
2018-09-19,CHA APARTMENT,other,4
2018-09-19,CLEANING STORE,other,2
2018-09-19,CHA PARKING LOT/GROUNDS,other,1
2018-09-19,RESTAURANT,indoor,15
2018-09-19,BARBERSHOP,other,1
2018-09-19,APARTMENT,indoor,105
2018-09-19,BAR OR TAVERN,indoor,1
2018-09-19,"SCHOOL, PUBLIC, GROUNDS",other,6
2018-09-19,CTA BUS,other,1
2018-09-19,ATHLETIC CLUB,other,2
2018-09-19,CTA GARAGE / OTHER PROPERTY,other,1
2018-09-19,NURSING HOME/RETIREMENT HOME,other,6
2018-09-19,"SCHOOL, PUBLIC, BUILDING",other,16
2018-09-20,BAR OR TAVERN,indoor,5
2018-09-20,GROCERY FOOD STORE,indoor,9
2018-09-20,AUTO / BOAT / RV DEALERSHIP,other,1
2018-09-20,POLICE FACILITY/VEH PARKING LOT,other,4
2018-09-20,SMALL RETAIL STORE,indoor,21
2018-09-20,CTA BUS,other,1
2018-09-20,BOWLING ALLEY,other,1
2018-09-20,HOTEL/MOTEL,other,4
2018-09-20,STREET,outdoor,185
2018-09-20,CTA GARAGE / OTHER PROPERTY,other,1
2018-09-20,PARKING LOT/GARAGE(NON.RESID.),other,22
2018-09-20,ALLEY,outdoor,17
2018-09-20,NURSING HOME/RETIREMENT HOME,other,7
2018-09-20,BANK,indoor,2
2018-09-20,HOSPITAL BUILDING/GROUNDS,other,2
2018-09-20,MEDICAL/DENTAL OFFICE,other,1
2018-09-20,RESIDENCE-GARAGE,other,17
2018-09-20,CONVENIENCE STORE,indoor,3
2018-09-20,CTA STATION,other,1
2018-09-20,DAY CARE CENTER,other,1
2018-09-20,CHA HALLWAY/STAIRWELL/ELEVATOR,other,1
2018-09-20,RESIDENTIAL YARD (FRONT/BACK),other,22
2018-09-20,GAS STATION,outdoor,8
2018-09-20,AIRPORT PARKING LOT,other,1
2018-09-20,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,1
2018-09-20,"SCHOOL, PRIVATE, BUILDING",other,3
2018-09-20,RESIDENCE,indoor,132
2018-09-20,FACTORY/MANUFACTURING BUILDING,other,1
2018-09-20,"SCHOOL, PUBLIC, BUILDING",other,20
2018-09-20,DEPARTMENT STORE,indoor,13
2018-09-20,OTHER,other,45
2018-09-20,CREDIT UNION,other,1
2018-09-20,GOVERNMENT BUILDING/PROPERTY,other,3
2018-09-20,SIDEWALK,outdoor,79
2018-09-20,POOL ROOM,other,1
2018-09-20,LIBRARY,indoor,3
2018-09-20,TAVERN/LIQUOR STORE,other,1
2018-09-20,DRIVEWAY - RESIDENTIAL,outdoor,3
2018-09-20,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,other,1
2018-09-20,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,other,1
2018-09-20,CONSTRUCTION SITE,other,1
2018-09-20,CTA PLATFORM,other,2
2018-09-20,CTA TRAIN,other,3
2018-09-20,RESIDENCE PORCH/HALLWAY,other,12
2018-09-20,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,1
2018-09-20,VEHICLE NON-COMMERCIAL,other,16
2018-09-20,"SCHOOL, PUBLIC, GROUNDS",other,6
2018-09-20,ATHLETIC CLUB,other,6
2018-09-20,DRUG STORE,indoor,3
2018-09-20,APARTMENT,indoor,96
2018-09-20,PARK PROPERTY,outdoor,7
2018-09-20,COMMERCIAL / BUSINESS OFFICE,indoor,5
2018-09-20,CHA PARKING LOT/GROUNDS,other,1
2018-09-20,RESTAURANT,indoor,21
2018-09-20,CHA APARTMENT,other,4
2018-09-20,WAREHOUSE,other,1
2018-09-21,DRUG STORE,indoor,7
2018-09-21,CTA BUS,other,4
2018-09-21,RESIDENTIAL YARD (FRONT/BACK),other,16
2018-09-21,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,other,1
2018-09-21,CHA PARKING LOT/GROUNDS,other,4
2018-09-21,RESTAURANT,indoor,17
2018-09-21,CLEANING STORE,other,1
2018-09-21,BANK,indoor,5
2018-09-21,HOSPITAL BUILDING/GROUNDS,other,1
2018-09-21,HOTEL/MOTEL,other,1
2018-09-21,NURSING HOME/RETIREMENT HOME,other,1
2018-09-21,"SCHOOL, PUBLIC, BUILDING",other,20
2018-09-21,DAY CARE CENTER,other,1
2018-09-21,CHA APARTMENT,other,1
2018-09-21,"SCHOOL, PRIVATE, GROUNDS",other,1
2018-09-21,CTA PLATFORM,other,2
2018-09-21,AUTO / BOAT / RV DEALERSHIP,other,2
2018-09-21,POLICE FACILITY/VEH PARKING LOT,other,1
2018-09-21,GROCERY FOOD STORE,indoor,4
2018-09-21,DEPARTMENT STORE,indoor,19
2018-09-21,ATHLETIC CLUB,other,1
2018-09-21,TAVERN/LIQUOR STORE,other,5
2018-09-21,SIDEWALK,outdoor,78
2018-09-21,"SCHOOL, PRIVATE, BUILDING",other,4
2018-09-21,GOVERNMENT BUILDING/PROPERTY,other,5
2018-09-21,CTA STATION,other,3
2018-09-21,AIRCRAFT,other,1
2018-09-21,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,other,1
2018-09-21,PARK PROPERTY,outdoor,5
2018-09-21,ATM (AUTOMATIC TELLER MACHINE),other,1
2018-09-21,CONVENIENCE STORE,indoor,11
2018-09-21,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,2
2018-09-21,ABANDONED BUILDING,other,2
2018-09-21,RESIDENCE PORCH/HALLWAY,other,20
2018-09-21,APARTMENT,indoor,87
2018-09-21,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,other,2
2018-09-21,SMALL RETAIL STORE,indoor,21
2018-09-21,CHA HALLWAY/STAIRWELL/ELEVATOR,other,1
2018-09-21,SPORTS ARENA/STADIUM,other,1
2018-09-21,DRIVEWAY - RESIDENTIAL,outdoor,2
2018-09-21,CURRENCY EXCHANGE,indoor,1
2018-09-21,RESIDENCE,indoor,137
2018-09-21,PARKING LOT/GARAGE(NON.RESID.),other,34
2018-09-21,STREET,outdoor,182
2018-09-21,"SCHOOL, PUBLIC, GROUNDS",other,7
2018-09-21,CTA BUS STOP,other,1
2018-09-21,ALLEY,outdoor,14
2018-09-21,BAR OR TAVERN,indoor,6
2018-09-21,GAS STATION,outdoor,9
2018-09-21,CONSTRUCTION SITE,other,3
2018-09-21,VEHICLE NON-COMMERCIAL,other,16
2018-09-21,COMMERCIAL / BUSINESS OFFICE,indoor,3
2018-09-21,RESIDENCE-GARAGE,other,14
2018-09-21,COLLEGE/UNIVERSITY RESIDENCE HALL,other,1
2018-09-21,VACANT LOT/LAND,other,1
2018-09-21,CTA TRAIN,other,3
2018-09-21,OTHER,other,29
2018-09-22,AUTO / BOAT / RV DEALERSHIP,other,2
2018-09-22,HIGHWAY/EXPRESSWAY,other,1
2018-09-22,CHA HALLWAY/STAIRWELL/ELEVATOR,other,1
2018-09-22,ATM (AUTOMATIC TELLER MACHINE),other,1
2018-09-22,CHA PARKING LOT/GROUNDS,other,1
2018-09-22,DAY CARE CENTER,other,1
2018-09-22,RESTAURANT,indoor,31
2018-09-22,CTA BUS,other,3
2018-09-22,CHA APARTMENT,other,2
2018-09-22,GROCERY FOOD STORE,indoor,16
2018-09-22,SIDEWALK,outdoor,81
2018-09-22,PARK PROPERTY,outdoor,5
2018-09-22,VEHICLE NON-COMMERCIAL,other,14
2018-09-22,COMMERCIAL / BUSINESS OFFICE,indoor,3
2018-09-22,CONVENIENCE STORE,indoor,8
2018-09-22,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,other,1
2018-09-22,CTA BUS STOP,other,1
2018-09-22,CTA PLATFORM,other,3
2018-09-22,CTA STATION,other,4
2018-09-22,COLLEGE/UNIVERSITY RESIDENCE HALL,other,1
2018-09-22,DRIVEWAY - RESIDENTIAL,outdoor,3
2018-09-22,"SCHOOL, PUBLIC, GROUNDS",other,1
2018-09-22,RESIDENCE PORCH/HALLWAY,other,12
2018-09-22,STREET,outdoor,184
2018-09-22,APARTMENT,indoor,111
2018-09-22,SMALL RETAIL STORE,indoor,22
2018-09-22,HOSPITAL BUILDING/GROUNDS,other,5
2018-09-22,TAVERN/LIQUOR STORE,other,3
2018-09-22,NURSING HOME/RETIREMENT HOME,other,3
2018-09-22,GOVERNMENT BUILDING/PROPERTY,other,1
2018-09-22,RESIDENCE-GARAGE,other,8
2018-09-22,OTHER,other,28
2018-09-22,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",other,1
2018-09-22,PARKING LOT/GARAGE(NON.RESID.),other,15
2018-09-22,MEDICAL/DENTAL OFFICE,other,1
2018-09-22,RESIDENCE,indoor,120
2018-09-22,SPORTS ARENA/STADIUM,other,1
2018-09-22,DRUG STORE,indoor,4
2018-09-22,ALLEY,outdoor,15
2018-09-22,VACANT LOT/LAND,other,3
2018-09-22,AIRPORT EXTERIOR - NON-SECURE AREA,other,1
2018-09-22,GAS STATION,outdoor,9
2018-09-22,DEPARTMENT STORE,indoor,17
2018-09-22,PARKING LOT / GARAGE (NON RESIDENTIAL),outdoor,1
2018-09-22,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,2
2018-09-22,POLICE FACILITY/VEH PARKING LOT,other,1
2018-09-22,CTA TRAIN,other,8
2018-09-22,RESIDENTIAL YARD (FRONT/BACK),other,15
2018-09-22,HOTEL/MOTEL,other,6
2018-09-22,BAR OR TAVERN,indoor,19
2018-09-23,ATM (AUTOMATIC TELLER MACHINE),other,1
2018-09-23,ATHLETIC CLUB,other,1
2018-09-23,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,2
2018-09-23,RESIDENCE PORCH/HALLWAY,other,8
2018-09-23,RESTAURANT,indoor,14
2018-09-23,POLICE FACILITY/VEH PARKING LOT,other,1
2018-09-23,GAS STATION,outdoor,11
2018-09-23,CAR WASH,other,1
2018-09-23,PARKING LOT/GARAGE(NON.RESID.),other,25
2018-09-23,CTA BUS,other,1
2018-09-23,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,other,1
2018-09-23,HOTEL/MOTEL,other,2
2018-09-23,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",other,1
2018-09-23,CTA BUS STOP,other,2
2018-09-23,GROCERY FOOD STORE,indoor,8
2018-09-23,"SCHOOL, PUBLIC, BUILDING",other,1
2018-09-23,BANK,indoor,2
2018-09-23,DEPARTMENT STORE,indoor,9
2018-09-23,RESIDENCE,indoor,104
2018-09-23,OTHER RAILROAD PROP / TRAIN DEPOT,other,1
2018-09-23,APARTMENT,indoor,105
2018-09-23,VEHICLE NON-COMMERCIAL,other,13
2018-09-23,TAXICAB,other,1
2018-09-23,CHA APARTMENT,other,1
2018-09-23,STREET,outdoor,185
